Time,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Pitch,Roll,Yaw,Altitude
1741962970.75,-0.088,0.047,0.112,0.613,1.083,-0.616,-74.56,61.93,162.34,-0.64
1741962970.77,-0.042,-0.015,0.054,0.410,0.683,-0.715,-74.95,59.78,159.08,-0.64
1741962970.79,0.032,0.041,0.077,0.605,0.610,-0.865,-75.43,56.98,155.44,-0.64
1741962970.81,0.080,0.013,0.106,1.037,0.668,-1.094,-75.80,52.18,149.68,-0.64
1741962970.83,0.097,-0.064,0.114,1.079,0.548,-0.906,-75.88,45.98,142.46,-0.64
1741962970.85,0.072,-0.125,0.070,0.682,-0.312,-0.350,-75.64,41.37,137.45,-0.64
1741962970.87,0.043,-0.021,0.077,0.384,-1.399,0.100,-75.26,38.46,135.39,-0.64
1741962970.89,0.018,-0.007,0.137,-0.103,-1.850,0.595,-74.89,37.21,136.07,-0.64
1741962970.91,-0.032,0.006,0.254,-0.513,-0.839,0.930,-74.63,39.08,139.68,-0.64
1741962970.93,-0.131,0.026,0.255,-0.691,0.965,1.003,-74.41,43.81,144.43,-0.64
1741962970.95,-0.226,0.098,-0.005,-0.884,1.583,0.871,-74.25,50.41,149.55,-0.64
1741962970.97,-0.272,0.166,-0.393,-0.620,0.701,0.836,-74.01,56.37,154.29,-0.64
1741962970.99,-0.237,0.139,-0.413,0.009,0.733,0.523,-73.50,59.58,156.91,-0.64
1741962971.01,-0.180,0.144,-0.331,0.850,2.149,0.048,-73.01,60.37,156.04,-0.64
1741962971.03,-0.133,0.146,-0.291,0.706,2.468,0.170,-72.46,60.20,152.85,-0.64
1741962971.05,-0.213,-0.044,0.024,1.392,3.646,0.226,-71.66,61.29,150.40,-0.64
1741962971.07,0.045,-0.303,-0.139,1.256,2.901,-0.479,-71.05,60.68,145.58,-0.64
1741962971.09,0.170,-0.272,-0.143,1.236,2.206,0.922,-70.30,60.29,142.11,-0.64
1741962971.11,0.027,-0.061,-0.153,0.814,1.932,1.949,-68.14,61.95,141.30,-0.64
1741962971.13,-0.064,-0.008,-0.055,0.204,1.795,2.221,-65.79,65.47,142.77,-0.64
1741962971.15,0.079,0.679,-0.092,0.864,2.098,1.337,-63.43,68.73,144.16,-0.64
1741962971.17,0.219,0.153,-0.119,2.305,3.871,-0.556,-62.56,68.96,139.94,-0.64
1741962971.19,0.088,-0.550,0.045,1.958,2.129,-0.470,-62.16,67.59,134.56,-0.64
1741962971.21,0.284,-0.306,0.232,0.834,0.474,-1.054,-62.32,65.61,130.55,-0.64
1741962971.23,0.451,-0.317,0.181,-0.055,-0.007,-0.980,-63.25,63.97,128.54,-0.64
1741962971.25,-0.000,-0.012,0.211,-0.410,0.077,-0.829,-64.25,63.89,128.17,-0.64
1741962971.27,-0.287,0.130,0.304,-0.183,-0.760,-1.709,-65.63,62.86,127.33,-0.64
1741962971.29,-0.240,0.067,0.351,-0.091,-1.008,-2.483,-67.86,59.23,124.46,-0.64
1741962971.31,-0.230,-0.091,0.197,-0.782,-1.187,-2.017,-70.36,55.15,121.25,-0.64
1741962971.33,-0.109,-0.214,0.114,-1.314,-1.156,-0.792,-72.40,54.12,121.55,-0.64
1741962971.35,-0.028,-0.044,0.000,-1.390,-1.310,0.002,-73.65,56.11,124.88,-0.64
1741962971.37,-0.043,0.056,-0.122,-1.486,-1.804,0.718,-74.16,59.94,130.60,-0.64
1741962971.39,-0.013,0.050,-0.082,-1.086,-0.680,0.835,-74.00,64.70,137.18,-0.64
1741962971.41,0.146,0.092,-0.363,-0.812,0.394,0.095,-73.93,68.71,141.06,-0.64
1741962971.43,0.136,0.025,-0.676,-0.816,-1.013,0.329,-74.09,71.78,144.48,-0.64
1741962971.45,-0.007,-0.038,-0.437,-0.322,-1.335,0.679,-73.71,73.18,147.40,-0.64
1741962971.47,-0.007,-0.112,-0.234,-0.214,-1.690,0.415,-73.11,73.01,148.79,-0.64
1741962971.49,0.326,-0.261,0.044,0.643,-0.939,-0.187,-73.00,71.11,148.61,-0.64
1741962971.51,0.375,0.016,0.123,1.726,0.358,0.410,-72.48,66.45,143.90,-0.64
1741962971.53,0.113,-0.008,0.023,1.043,0.556,0.894,-70.95,63.53,140.01,-0.64
1741962971.55,-0.008,0.087,-0.061,0.378,-0.266,0.234,-70.05,62.77,139.10,-0.64
1741962971.57,-0.473,-0.019,0.364,-0.682,-2.595,-2.214,-70.28,60.60,137.46,-0.64
1741962971.59,0.010,0.179,0.286,-1.009,-1.582,-1.985,-72.78,56.36,135.64,-0.64
1741962971.61,-0.041,0.091,0.394,-1.749,1.987,-1.010,-75.07,57.85,136.52,-0.64
1741962971.63,0.276,-0.039,-0.538,-1.802,1.383,-0.156,-76.63,66.68,143.23,-0.64
1741962971.65,0.403,-0.046,-0.699,-0.410,-0.804,0.681,-76.79,72.50,148.82,-0.64
1741962971.67,0.121,-0.074,0.001,0.333,-1.356,1.294,-75.68,72.40,150.13,-0.64
1741962971.69,-0.310,-0.007,0.857,-0.867,0.757,1.231,-74.17,73.36,151.88,-0.64
1741962971.71,-0.425,0.380,-0.188,-0.952,0.578,0.449,-73.44,78.98,156.54,-0.64
1741962971.73,0.141,0.035,-0.184,-0.020,-0.459,-0.517,-73.68,80.96,158.53,-0.64
1741962971.75,0.256,-0.035,-0.051,0.632,-0.486,0.053,-73.96,78.66,156.66,-0.64
1741962971.77,0.041,0.143,-0.087,0.583,-0.396,0.634,-73.35,76.12,154.56,-0.64
1741962971.79,0.027,0.118,-0.007,0.634,0.212,0.962,-72.30,74.52,152.96,-0.64
1741962971.81,-0.151,0.179,0.014,0.272,0.340,1.159,-70.99,74.30,152.32,-0.64
1741962971.83,-0.014,0.453,-0.035,0.793,1.314,1.991,-69.10,75.05,152.15,-0.64
1741962971.85,-0.196,0.299,0.131,0.503,1.624,1.618,-66.77,76.09,151.32,-0.64
1741962971.87,-0.087,-0.120,0.126,-0.163,1.735,0.983,-65.32,78.36,151.71,-0.64
1741962971.89,0.219,0.054,-0.080,-0.447,1.894,1.324,-64.22,81.68,153.07,-0.64
1741962971.91,0.463,0.214,-0.080,-0.336,2.456,1.302,-62.60,85.48,154.54,-0.64
1741962971.93,-0.013,0.203,-0.175,0.402,2.324,0.592,-61.57,88.46,154.67,-0.64
1741962971.95,-0.094,-0.001,0.129,1.257,2.553,-0.020,-61.19,89.35,152.71,-0.64
1741962971.97,0.194,-0.225,0.217,1.412,2.562,-0.880,-61.72,89.48,149.25,-0.64
1741962971.99,0.290,-0.220,-0.119,0.415,1.194,-1.140,-62.89,89.43,146.87,-0.64
1741962972.01,0.133,-0.284,0.106,-0.069,2.361,-1.268,-64.28,91.09,146.59,-0.53
1741962972.03,0.081,-0.218,-0.082,-0.102,2.725,-0.999,-65.58,94.57,147.00,-0.53
1741962972.05,0.141,0.143,-0.011,0.187,2.191,-0.886,-66.62,97.57,147.18,-0.53
1741962972.07,-0.016,0.234,0.080,0.546,1.705,-0.888,-67.72,98.98,146.34,-0.53
1741962972.09,0.001,0.065,-0.012,-0.220,2.480,-0.350,-68.54,100.88,145.77,-0.53
1741962972.11,-0.068,-0.479,-0.210,-0.761,2.407,0.681,-68.08,105.25,147.58,-0.53
1741962972.13,-0.020,-0.037,-0.028,-0.172,1.976,1.000,-66.98,108.53,148.17,-0.53
1741962972.15,-0.159,-0.052,0.089,0.003,0.817,0.812,-65.95,109.42,147.42,-0.53
1741962972.17,-0.024,-0.011,0.142,0.011,0.041,0.740,-65.15,109.27,146.73,-0.53
1741962972.19,0.004,-0.027,0.036,0.278,0.059,0.740,-64.36,108.32,145.77,-0.53
1741962972.21,0.065,-0.153,-0.003,1.071,1.088,0.612,-63.84,107.01,143.60,-0.53
1741962972.23,0.032,-0.096,-0.002,1.646,2.134,0.369,-63.74,105.39,139.72,-0.53
1741962972.25,-0.020,-0.130,-0.056,1.729,2.242,0.155,-63.97,104.05,135.29,-0.53
1741962972.27,0.132,0.040,0.164,1.566,1.636,0.184,-64.22,102.37,130.91,-0.53
1741962972.29,0.012,0.088,0.192,1.135,0.476,0.197,-64.32,100.36,127.30,-0.53
1741962972.31,-0.111,-0.053,0.073,0.547,-0.799,0.442,-64.13,98.08,125.01,-0.53
1741962972.33,0.020,-0.028,-0.019,0.563,-1.331,0.324,-63.71,95.53,123.58,-0.53
1741962972.35,0.091,-0.103,-0.007,0.803,-1.194,-0.113,-63.65,92.40,121.76,-0.53
1741962972.37,-0.037,-0.174,-0.030,0.857,-0.551,-0.042,-63.82,89.39,119.55,-0.53
1741962972.39,-0.127,-0.070,-0.011,0.295,0.200,0.327,-63.65,87.82,117.99,-0.53
1741962972.41,-0.125,0.025,-0.079,-0.111,0.653,0.795,-63.01,88.22,117.87,-0.53
1741962972.43,0.001,0.031,0.020,-0.152,0.720,1.094,-61.87,89.46,118.33,-0.53
1741962972.45,0.035,0.006,0.015,0.308,0.120,1.006,-60.70,89.92,118.21,-0.53
1741962972.47,-0.077,0.002,0.034,0.654,-1.174,1.496,-59.32,88.33,117.09,-0.53
1741962972.49,0.135,0.173,0.059,0.441,-1.427,1.565,-57.41,85.76,115.98,-0.53
1741962972.51,0.008,-0.104,-0.102,0.260,-0.828,1.364,-55.72,84.00,115.53,-0.53
1741962972.53,-0.014,-0.091,-0.020,0.555,-0.769,1.220,-54.24,82.99,115.15,-0.53
1741962972.55,0.039,0.138,0.071,1.123,-1.662,1.348,-52.64,80.54,113.87,-0.53
1741962972.57,-0.000,0.157,0.006,0.808,-0.957,1.277,-50.90,77.69,112.36,-0.53
1741962972.59,0.032,0.067,-0.135,0.087,-0.397,1.042,-49.50,76.86,112.01,-0.53
1741962972.61,0.042,0.073,-0.067,-0.293,-0.672,0.920,-48.44,76.72,112.58,-0.53
1741962972.63,0.080,-0.003,-0.103,-0.506,-1.019,0.798,-47.60,76.43,113.52,-0.53
1741962972.65,0.054,0.105,-0.186,-0.870,-0.892,0.683,-46.94,76.38,114.93,-0.53
1741962972.67,0.137,0.257,-0.151,-1.279,-1.156,0.762,-46.53,76.71,116.84,-0.53
1741962972.69,0.316,0.391,-0.102,-1.514,-2.004,1.663,-45.54,76.97,119.62,-0.53
1741962972.71,0.115,0.412,-0.193,-0.477,-1.980,2.141,-43.62,76.25,121.94,-0.53
1741962972.73,-0.015,0.322,-0.057,0.335,-1.196,1.624,-41.48,74.89,122.66,-0.53
1741962972.75,-0.155,0.254,-0.025,0.644,-0.243,0.771,-39.99,73.96,122.41,-0.53
1741962972.77,-0.047,0.346,0.120,0.654,-0.394,0.460,-39.19,73.21,121.61,-0.53
1741962972.79,0.185,0.259,0.190,0.365,-1.589,0.893,-38.34,71.91,121.22,-0.53
1741962972.81,0.184,0.231,0.053,0.334,-1.933,1.020,-37.09,69.79,121.20,-0.53
1741962972.83,0.008,0.142,0.031,0.270,-1.667,0.734,-35.99,67.72,121.24,-0.53
1741962972.85,-0.291,-0.059,-0.206,-0.209,-1.654,-0.084,-35.60,65.93,121.34,-0.53
1741962972.87,-0.292,0.011,-0.296,0.014,-2.973,-0.726,-36.16,63.23,121.26,-0.53
1741962972.89,-0.208,-0.175,-0.300,0.327,-3.035,-1.010,-36.96,59.36,120.51,-0.53
1741962972.91,-0.434,0.266,-0.299,1.204,-2.641,-1.941,-37.78,54.79,118.18,-0.53
1741962972.93,-0.069,-0.025,-0.199,0.526,-3.434,-2.493,-39.23,49.44,114.92,-0.53
1741962972.95,0.070,-0.479,-0.376,-0.255,-3.998,-2.322,-41.16,43.43,112.22,-0.52
1741962972.97,-0.024,-0.542,-0.828,0.505,-3.533,-2.822,-43.02,37.10,109.34,-0.52
1741962972.99,0.003,-0.449,-1.217,2.752,-1.818,-3.983,-43.66,29.96,103.55,-0.52
1741962973.01,0.288,-0.229,-1.126,4.986,0.262,-4.467,-41.85,22.99,94.76,-0.52
1741962973.03,0.783,-0.061,-0.661,6.400,1.670,-3.586,-37.28,18.66,86.03,-0.52
1741962973.05,0.960,0.036,-0.152,6.473,1.855,-2.042,-31.16,17.04,79.52,-0.52
1741962973.07,0.842,0.003,0.266,5.637,1.902,-0.678,-24.98,17.47,75.57,-0.52
1741962973.09,0.482,0.012,0.353,4.666,1.297,0.036,-19.49,18.39,73.33,-0.52
1741962973.11,0.047,0.281,0.465,4.032,1.556,-0.148,-14.81,19.48,71.64,-0.52
1741962973.13,-0.036,0.208,0.569,3.360,1.374,-0.192,-10.91,20.81,69.87,-0.52
1741962973.15,0.036,0.215,0.565,2.558,0.830,0.548,-7.71,21.92,68.78,-0.52
1741962973.17,-0.168,0.189,0.457,1.986,0.158,0.884,-4.99,22.42,68.63,-0.52
1741962973.19,-0.445,0.118,0.309,1.637,0.056,0.573,-2.76,22.52,68.65,-0.52
1741962973.20,-0.635,0.168,0.228,1.644,-0.556,-0.550,-1.06,22.58,68.12,-0.52
1741962973.22,-0.463,0.199,0.026,1.035,-4.518,-2.000,-0.00,19.59,66.05,-0.52
1741962973.24,-0.432,-0.102,0.402,-1.276,-6.138,-2.390,-0.84,13.28,63.59,-0.52
1741962973.26,-0.409,0.411,-0.094,2.850,1.862,-2.963,-1.60,9.48,60.64,-0.52
1741962973.28,-0.382,0.527,-0.150,4.331,2.024,-3.259,2.61,13.02,56.26,-0.52
1741962973.30,-0.102,-0.064,0.031,2.230,-0.895,-3.452,4.91,13.65,51.60,-0.52
1741962973.32,-0.109,-0.177,0.134,1.600,0.131,-1.976,6.35,13.53,47.92,-0.52
1741962973.34,-0.183,-0.009,0.026,0.785,0.314,-0.770,7.31,13.92,46.24,-0.52
1741962973.36,-0.267,-0.001,0.097,0.314,0.195,-0.638,7.68,14.45,45.31,-0.52
1741962973.38,-0.016,0.004,-0.008,0.148,-0.540,-0.343,7.79,14.29,44.68,-0.52
1741962973.40,-0.133,0.119,-0.022,0.077,-0.561,-0.247,7.84,13.66,44.37,-0.52
1741962973.42,-0.108,0.013,-0.013,-0.014,-0.316,-0.232,7.81,13.18,44.07,-0.52
1741962973.44,-0.132,-0.077,0.003,-0.066,-0.003,-0.089,7.72,13.02,43.90,-0.52
1741962973.46,-0.137,-0.087,0.048,-0.027,0.285,0.018,7.64,13.20,43.88,-0.52
1741962973.48,-0.151,-0.123,0.040,0.300,0.440,0.090,7.79,13.61,43.92,-0.52
1741962973.50,-0.123,-0.074,0.004,0.512,0.590,0.079,8.27,14.20,43.90,-0.52
1741962973.52,-0.052,-0.005,-0.088,0.649,0.493,0.069,8.93,14.85,43.81,-0.52
1741962973.54,-0.047,0.006,-0.097,0.759,0.436,0.042,9.73,15.40,43.66,-0.52
1741962973.56,-0.089,-0.013,-0.052,0.794,0.433,0.037,10.60,15.93,43.45,-0.52
1741962973.58,-0.092,-0.029,-0.005,0.795,0.444,0.169,11.50,16.46,43.29,-0.52
1741962973.60,-0.089,-0.026,-0.032,0.699,0.384,0.334,12.42,16.94,43.33,-0.52
1741962973.62,-0.033,-0.118,0.197,1.021,-0.525,0.132,13.48,16.83,43.33,-0.52
1741962973.65,0.054,0.016,-0.071,0.544,0.222,-0.217,14.44,16.64,43.00,-0.52
1741962973.66,-0.006,-0.025,-0.059,-0.307,0.766,-0.135,14.47,17.29,42.78,-0.52
